</s>;END;;;
<s>;START;12;1--4;COUNT
total;SC;;;
number;CS;;;
of;I;;;
incidents;CA;;;
due;I;;;
to;I;;;
mailbox;I;;;
management;I;;;
</s>;END;;;
<s>;START;12;1--5;COUNT
average;SC;;;
number;CS;;;
of;I;;;
incidents;CA;;;
related;I;;;
to;I;;;
the;I;;;
address;I;;;
book;I;;;
management;I;;;
</s>;END;;;
<s>;START;12;1--6;COUNT
average;SC;;;
number;CS;;;
of;I;;;
incidents;CA;;;
related;I;;;
to;I;;;
the;I;;;
calendar;I;;;
</s>;END;;;
<s>;START;12;1--7;COUNT
average;SC;;;
number;CS;;;
of;I;;;
incidents;CA;;;
related;I;;;
to;I;;;
the;I;;;
email;I;;;
management;I;;;
in;I;;;
general;I;;;
</s>;END;;;
<s>;START;15;1--1;COUNT
number;CS;;;
of;I;;;
received;CA;;;
messages;I;;;
</s>;END;;;
<s>;START;15;1--2;COUNT
number;CS;;;
of;I;;;
managed;CA;;;
messages;I;;;
per;GBI;;;
courier;GB;;;
</s>;END;;;
<s>;START;15;1--3;COUNT
number;CS;;;
of;I;;;
discarded;CA;;;
connections;I;;;
due;I;;;
to;I;;;
black;I;;;
list;I;;;
(RBL);I;;;
</s>;END;;;
<s>;START;15;1--4;COUNT
number;CS;;;
of;I;;;
messages;CA;;;
with;I;;;
virus;I;;;
</s>;END;;;
<s>;START;15;1--5;COUNT
number;CS;;;
of;I;;;
messages;CA;;;
tagged;I;;;
as;I;;;
spam;I;;;
</s>;START;;;
<s>;END;17;1--10;COUNT
number;CS;;;
of;I;;;
times;CA;;;
the;I;;;
university;I;;;
of;I;;;
seville;I;;;
clocked;I;;;
a;I;;;
remote;I;;;
MX;I;;;
(mail;I;;;
exchange);I;;;
</s>;END;;;
<s>;START;17;1--11;COUNT
number;CS;;;
of;I;;;
incidents;CA;;;
happening;I;;;
with;I;;;
the;I;;;
distribution;I;;;
list;I;;;
</s>;END;;;
<s>;START;16;1--14;COUNT
number;CS;;;
of;I;;;
incidents;CA;;;
due;I;;;
to;I;;;
virus;I;;;
</s>;END;;;
<s>;START;16;1--15;COUNT
number;CS;;;
of;I;;;
users;CA;;;
blocked;I;;;
due;I;;;
to;I;;;
massive;I;;;
sending;I;;;
of;I;;;
emails;I;;;
</s>;END;;;
<s>;START;16;1--16;COUNT
number;CS;;;
of;I;;;
problems;CA;;;
happened;I;;;
due;I;;;
to;I;;;
phishing;I;;;
</s>;END;;;
<s>;START;18;1--3091;COUNT
number;CS;;;
of;I;;;
Cancelled;CA;;;
RFCs;I;;;
due;I;;;
to;I;;;
"""registry";I;;;
"error""";I;;;
</s>;END;;;
<s>;START;18;1--3111;COUNT
Volume;CS;;;
of;I;;;
Corrective;CA;;;
changes;I;;;
</s>;END;;;
<s>;START;18;1--3141;COUNT
Volume;CS;;;
of;I;;;
analysis;CA;;;
requests;I;;;
</s>;END;;;
<s>;START;18;1--3143;COUNT
Number;CS;;;
of;I;;;
RFCs;CA;;;
under;I;;;
"""Analysis""";I;;;
</s>;END;;;
<s>;START;18;1--315;COUNT
Volume;CS;;;
of;I;;;
RFCs;CA;;;
per;GBI;;;
type;GB;;;
of;I;;;
change;I;;;
</s>;END;;;
<s>;START;18;1--316;COUNT
Volume;CS;;;
of;I;;;
RFCs;CA;;;
per;GBI;;;
project;GB;;;
</s>;END;;;
<s>;START;18;1--317;COUNT
Volume;CS;;;
of;I;;;
RFCs;CA;;;
per;GBI;;;
application;GB;;;
</s>;END;;;
<s>;START;18;1--318;COUNT
Volume;CS;;;
of;I;;;
RFCs;CA;;;
per;GBI;;;
contractor;GB;;;
per;I;;;
project;I;;;
</s>;END;;;
<s>;START;18;1--319;COUNT
Volume;CS;;;
of;I;;;
RFCs;CA;;;
per;I;;;
contractor;I;;;
per;GBI;;;
application;GB;;;
</s>;END;;;
