</s>;END;;;
<s>;START;22;22--20;DATAN
The;SC;;;
sum;I;;;
of;I;;;
the;CS;;;
costs;I;;;
associated;I;;;
with;I;;;
production;CA;;;
and;I;;;
test;I;;;
</s>;END;;;
<s>;START;22;22--21;DATAN
The;SC;;;
sum;I;;;
of;I;;;
the;CS;;;
costs;I;;;
associated;I;;;
with;I;;;
releasing;CA;;;
finished;I;;;
goods;I;;;
to;I;;;
deliver;I;;;
processes;I;;;
</s>;END;;;
<s>;START;22;22--22;DATAN
The;SC;;;
sum;I;;;
of;I;;;
the;CS;;;
costs;I;;;
associated;I;;;
with;I;;;
scheduling;CA;;;
production;I;;;
activities;I;;;
</s>;END;;;
<s>;START;22;22--23;DATAN
The;SC;;;
sum;I;;;
of;I;;;
the;CS;;;
costs;I;;;
associated;I;;;
with;I;;;
staging;CA;;;
finished;I;;;
goods;I;;;
</s>;END;;;
<s>;START;22;22--24;DATAN
The;CS;;;
energy;I;;;
consumed;I;;;
by;I;;;
the;CA;;;
make;I;;;
process;I;;;
per;GBI;;;
unit;GB;;;
produced;I;;;
</s>;END;;;
<s>;START;22;22--25;DATAF
The;FNU;;;
weight;I;;;
of;I;;;
hazardous;I;;;
waste;I;;;
generated;I;;;
from;I;;;
warehousing;I;;;
operations;I;;;
as;FDV;;;
a;I;;;
percent;I;;;
of;I;;;
the;FDE;;;
total;I;;;
waste;I;;;
generated;I;;;
</s>;END;;;
<s>;START;22;22--26;DATAF
The;FNU;;;
weight;I;;;
of;I;;;
water;I;;;
pollutant;I;;;
emitted;I;;;
per;FDV;;;
weight;FDE;;;
of;I;;;
finished;I;;;
good;I;;;
produced;I;;;
</s>;END;;;
<s>;START;22;22--27;DATAF
The;FS;;;
percent;I;;;
of;I;;;
packaging;FNU;;;
materials;I;;;
that;I;;;
are;I;;;
reused;I;;;
</s>;END;;;
<s>;START;22;22--30;DATAN
The;CS;;;
cost;I;;;
of;I;;;
packaging;CA;;;
material;I;;;
is;I;;;
scrapped;I;;;
as;I;;;
part;I;;;
of;I;;;
the;I;;;
packaging;I;;;
process;I;;;
</s>;END;;;
<s>;START;22;22--33;DATAF
The;FS;;;
percent;I;;;
of;I;;;
scrap;FNU;;;
from;I;;;
production;I;;;
that;I;;;
is;I;;;
immediately;I;;;
reused;I;;;
in;I;;;
the;I;;;
production;I;;;
process;I;;;
</s>;END;;;
<s>;START;22;22--34;DATAF
the;FNU;;;
weight;I;;;
of;I;;;
recycled;I;;;
material;I;;;
in;I;;;
the;I;;;
product;I;;;
as;FDV;;;
a;I;;;
percent;I;;;
of;I;;;
total;FDE;;;
product;I;;;
weight;I;;;
</s>;END;;;
<s>;START;22;22--36;DATAF
The;FS;;;
%;I;;;
of;I;;;
material;FNU;;;
(by;I;;;
weight);I;;;
issued;I;;;
for;I;;;
production;I;;;
that;I;;;
is;I;;;
classified;I;;;
as;I;;;
hazardous;I;;;
material;I;;;
</s>;END;;;
<s>;START;22;22--37;DATAF
The;FS;;;
%;I;;;
by;I;;;
weight;FNU;;;
of;I;;;
packaging;I;;;
material;I;;;
to;I;;;
total;I;;;
raw;I;;;
material;I;;;
weight;I;;;
</s>;END;;;
<s>;START;31;31--12;DATAF
Percentage;FS;;;
of;I;;;
capacity;FNU;;;
reserves;I;;;
at;I;;;
times;I;;;
of;I;;;
normal;I;;;
and;I;;;
maximum;I;;;
demand;I;;;
</s>;END;;;
<s>;START;31;31--14;DATAF
Availability;FNU;;;
of;I;;;
IT;I;;;
Services;I;;;
relative;FDV;;;
to;I;;;
the;FDE;;;
availability;I;;;
agreed;I;;;
in;I;;;
service;I;;;
level;I;;;
agreements;I;;;
and;I;;;
OLAs;I;;;
</s>;END;;;
<s>;START;31;31--30;DATAF
Percentage;FS;;;
of;I;;;
contracts;FNU;;;
underpinned;I;;;
by;I;;;
UCs;I;;;
</s>;END;;;
<s>;START;23;23--1;DATAF
The;CS;;;
number;I;;;
of;I;;;
orders;CA;;;
or;I;;;
lines;I;;;
that;I;;;
are;I;;;
processed;I;;;
complete;I;;;
divided;FDV;;;
by;I;;;
the;FDE;;;
total;I;;;
orders;I;;;
or;I;;;
lines;I;;;
processed;I;;;
within;I;;;
the;I;;;
measurement;I;;;
period;I;;;
</s>;END;;;
<s>;START;23;23--2;DATAF
The;CS;;;
number;I;;;
of;I;;;
orders;CA;;;
or;I;;;
lines;I;;;
that;I;;;
are;I;;;
received;I;;;
defect;I;;;
free;I;;;
divided;FDV;;;
by;I;;;
the;FDE;;;
total;I;;;
orders;I;;;
or;I;;;
lines;I;;;
processed;I;;;
in;I;;;
the;I;;;
measurement;I;;;
period.;I;;;
</s>;END;;;
<s>;START;23;23--3;DATAF
The;CS;;;
number;I;;;
of;I;;;
orders;CA;;;
or;I;;;
lines;I;;;
that;I;;;
are;I;;;
received;I;;;
on-time;I;;;
to;I;;;
the;I;;;
demand;I;;;
requirements;I;;;
divided;FDV;;;
by;I;;;
the;FDE;;;
total;I;;;
orders;I;;;
or;I;;;
lines;I;;;
for;I;;;
the;I;;;
demand;I;;;
requirements;I;;;
in;I;;;
the;I;;;
measurement;I;;;
period;I;;;
</s>;END;;;
<s>;START;23;23--4;DATAF
The;CS;;;
number;I;;;
of;I;;;
orders;CA;;;
or;I;;;
lines;I;;;
that;I;;;
are;I;;;
received;I;;;
on-time;I;;;
with;I;;;
correct;I;;;
shipping;I;;;
documents;I;;;
divided;FDV;;;
by;I;;;
the;FDE;;;
total;I;;;
orders;I;;;
or;I;;;
lines;I;;;
processed;I;;;
in;I;;;
the;I;;;
measurement;I;;;
period;I;;;
</s>;END;;;
<s>;START;23;23--5;DATAF
The;CS;;;
number;I;;;
of;I;;;
product;CA;;;
orders;I;;;
or;I;;;
lines;I;;;
that;I;;;
are;I;;;
transferred;I;;;
on-time;I;;;
to;I;;;
demand;I;;;
requirements;I;;;
divided;FDV;;;
by;I;;;
the;FDE;;;
total;I;;;
orders;I;;;
or;I;;;
lines;I;;;
transferred;I;;;
in;I;;;
the;I;;;
measurement;I;;;
period;I;;;
</s>;END;;;
<s>;START;23;23--6;DATAF
The;CS;;;
number;I;;;
of;I;;;
transactions;CA;;;
processed;I;;;
without;I;;;
error;I;;;
divided;FDV;;;
by;I;;;
the;FDE;;;
total;I;;;
transactions;I;;;
processed;I;;;
in;I;;;
the;I;;;
measurement;I;;;
period.;I;;;
</s>;END;;;
<s>;START;23;23--7;DATAF
The;CS;;;
number;I;;;
of;I;;;
schedules;CA;;;
that;I;;;
are;I;;;
changed;I;;;
within;I;;;
the;I;;;
suppliers;I;;;
lead-time;I;;;
divided;FDV;;;
by;I;;;
the;FDE;;;
total;I;;;
number;I;;;
of;I;;;
schedules;I;;;
generated;I;;;
within;I;;;
the;I;;;
measurement;I;;;
period.;I;;;
</s>;END;;;
<s>;START;23;23--9;DATAF
#;CS;;;
of;I;;;
days;CA;;;
each;I;;;
engineering;I;;;
change;I;;;
impacts;I;;;
the;I;;;
delivery;I;;;
date;I;;;
divided;FDV;;;
by;I;;;
the;FDE;;;
total;I;;;
#;I;;;
of;I;;;
changes.;I;;;
</s>;END;;;
<s>;START;23;23--10;DATAF
#;CS;;;
of;I;;;
days;CA;;;
each;I;;;
schedule;I;;;
change;I;;;
impacts;I;;;
the;I;;;
delivery;I;;;
date;I;;;
divided;FDV;;;
by;I;;;
the;FDE;;;
total;I;;;
#;I;;;
of;I;;;
changes.;I;;;
</s>;END;;;
<s>;START;23;23--14;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
authorizing;I;;;
supplier;I;;;
payment;I;;;
</s>;END;;;
<s>;START;23;23--15;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
receiving;I;;;
product.;I;;;
</s>;END;;;
<s>;START;23;23--16;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
scheduling;I;;;
product;I;;;
deliveries.;I;;;
</s>;END;;;
<s>;START;23;23--18;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
transferring;I;;;
product;I;;;
to;I;;;
Make;I;;;
or;I;;;
Deliver;I;;;
processes;I;;;
</s>;END;;;
<s>;START;23;23--19;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
raw;I;;;
material;I;;;
verification.;I;;;
</s>;END;;;
<s>;START;21;21--5;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
building;I;;;
transportation;I;;;
loads.;I;;;
</s>;END;;;
<s>;START;21;21--6;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
consolidating;I;;;
customer;I;;;
orders.;I;;;
</s>;END;;;
<s>;START;21;21--7;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
product;I;;;
installation.;I;;;
</s>;END;;;
<s>;START;21;21--8;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
invoicing.;I;;;
</s>;END;;;
<s>;START;21;21--9;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
withloading;I;;;
product;I;;;
and;I;;;
generating;I;;;
shipping;I;;;
documentation.;I;;;
</s>;END;;;
<s>;START;21;21--10;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
product;I;;;
packaging.;I;;;
</s>;END;;;
<s>;START;21;21--11;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
picking;I;;;
product;I;;;
</s>;END;;;
<s>;START;21;21--12;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
processing;I;;;
inquiry;I;;;
and;I;;;
quotes.;I;;;
</s>;END;;;
<s>;START;21;21--13;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
receipt;I;;;
and;I;;;
verification;I;;;
at;I;;;
customer;I;;;
site.;I;;;
</s>;END;;;
<s>;START;21;21--14;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
transferring;I;;;
product;I;;;
from;I;;;
source;I;;;
or;I;;;
make;I;;;
activities.;I;;;
</s>;END;;;
<s>;START;21;21--15;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
receiving;I;;;
entering;I;;;
and;I;;;
validating;I;;;
a;I;;;
customer;I;;;
order.;I;;;
</s>;END;;;
<s>;START;21;21--16;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
reserving;I;;;
resources;I;;;
and;I;;;
determining;I;;;
a;I;;;
delivery;I;;;
date.;I;;;
</s>;END;;;
<s>;START;21;21--17;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
routing;I;;;
shipments.;I;;;
</s>;END;;;
<s>;START;21;21--18;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
selecting;I;;;
carriers;I;;;
and;I;;;
rating;I;;;
shipments.;I;;;
</s>;END;;;
<s>;START;21;21--19;DATAN
The;CS;;;
sum;I;;;
of;I;;;
the;CA;;;
costs;I;;;
associated;I;;;
with;I;;;
shipping;I;;;
products.;I;;;
</s>;END;;;
